idx,p0x,p0y,p0z,e1x,e1y,e1z,e2x,e2y,e2z,nx,ny,nz,flags,area_m2
6853,-5250945.000,37695.574,4136895.500,-7873.000,575.008,7870.250,-8128.000,767.512,-130.000,0.093657,0.995384,0.020966,0,1.9459
6854,-5258818.000,38270.582,4144765.750,-255.000,192.504,-8000.250,-7040.000,960.016,-702.500,0.133169,0.990900,0.019599,0,1.6885
6855,-5259073.000,38463.086,4136765.500,-6785.000,767.512,7297.750,-7552.500,767.512,-320.000,0.101526,0.994780,-0.010229,0,1.7163
6856,-5265858.000,39230.598,4144063.250,-767.500,0.000,-7617.750,-7742.500,575.008,-577.500,0.074618,0.997184,-0.007518,0,1.7495
6857,-5266625.500,39230.598,4136445.500,-6975.000,575.008,7040.250,-8447.500,320.004,-190.000,0.038787,0.998317,-0.043109,0,1.8150
6858,-5226177.000,37310.570,4136765.500,2560.000,-447.508,-9982.500,-8320.500,-320.008,-62.500,-0.037966,0.997794,-0.054467,0,2.4856
6859,-5223617.000,36863.062,4126783.000,-10880.500,127.500,9920.000,-10113.000,512.508,1535.000,0.058284,0.996991,0.051113,0,2.4996
6860,-5234497.500,36990.562,4136703.000,767.500,385.008,-8385.000,-8255.000,192.504,127.500,0.024028,0.998556,0.048049,0,2.0629
6861,-5233730.000,37375.570,4128318.000,-9022.500,-192.504,8512.500,-8512.500,640.008,0.000,0.074586,0.992037,0.101489,0,2.1769
6862,-5242752.500,37183.066,4136830.500,510.000,832.512,-8512.500,-8192.500,512.508,65.000,0.062915,0.992908,0.100874,0,2.0922
6863,-5242242.500,38015.578,4128318.000,-8702.500,-320.004,8577.500,-8575.000,702.512,-62.500,0.080222,0.989730,0.118315,0,2.2311
6864,-5250945.000,37695.574,4136895.500,127.500,1022.516,-8640.000,-8128.000,767.512,-130.000,0.091472,0.988748,0.118365,0,2.1172
6865,-5250817.500,38718.090,4128255.500,-8255.500,-255.004,8510.000,-8512.500,640.012,192.500,0.076910,0.991565,0.104322,0,2.1295
6866,-5259073.000,38463.086,4136765.500,-257.000,895.016,-8317.500,-7552.500,767.512,-320.000,0.096216,0.989959,0.103553,0,1.8886
6867,-5259330.000,39358.102,4128448.000,-7295.500,-127.504,7997.500,-7743.000,385.004,255.000,0.051632,0.996678,0.062990,0,1.7960
6868,-5266625.500,39230.598,4136445.500,-447.500,512.508,-7742.500,-8447.500,320.004,-190.000,0.036341,0.997294,0.063914,0,1.9520
6869,-5267073.000,39743.105,4128703.000,-8000.000,-192.504,7552.500,-9855.000,-127.500,255.000,-0.012622,0.999847,0.012115,0,2.1577
6870,-5226817.500,38015.578,4162238.500,513.000,-257.504,-8895.000,-8127.500,-450.004,-127.500,-0.054754,0.997985,-0.032049,0,2.1608
6871,-5226304.500,37758.074,4153343.500,-8640.500,-192.500,8767.500,-8320.500,-702.508,62.500,-0.084431,0.994538,-0.061372,0,2.1698
6872,-5234945.000,37565.574,4162111.000,320.000,-510.008,-8705.000,-7872.500,385.004,-320.000,0.051061,0.997094,-0.056541,0,2.0514
6873,-5234625.000,37055.566,4153406.000,-8192.500,895.012,8385.000,-8192.500,255.004,0.000,0.031021,0.996620,-0.076070,0,2.0542
6874,-5242817.500,37950.578,4161791.000,0.000,-640.008,-8385.000,-7680.000,895.016,-512.500,0.120397,0.989847,-0.075553,0,1.9389
6875,-5242817.500,37310.570,4153406.000,-7680.000,1535.023,7872.500,-8127.500,705.008,-127.500,0.087593,0.990323,-0.107648,0,1.9550
6876,-5250497.500,38845.594,4161278.500,-447.500,-830.016,-8000.000,-12800.500,897.512,2367.500,0.050058,0.993123,-0.105839,0,3.1048
6877,-5250945.000,38015.578,4153278.500,-12353.000,1727.527,10367.500,-7615.000,895.016,-575.250,0.118499,0.992659,-0.024212,0,2.5836
6878,-5263298.000,39743.105,4163646.000,4738.000,-832.512,-10942.750,-3135.000,-127.500,-4800.000,0.045471,0.997384,-0.056192,0,1.7046
6879,-5258560.000,38910.594,4152703.250,-7873.000,705.012,6142.750,-6338.000,640.008,-1472.500,0.097878,0.995135,0.011235,0,1.5131
6880,-5266433.000,39615.605,4158846.000,1535.000,-65.004,-7615.250,-4800.000,-257.504,-3135.000,-0.042435,0.998953,-0.017081,0,1.2341
6881,-5264898.000,39550.602,4151230.750,-6335.000,-192.500,4480.250,-7552.500,127.504,-1087.500,0.008872,0.998422,0.055444,0,1.2157
6882,-5226304.500,37758.074,4153343.500,62.500,-127.500,-8320.250,-8320.500,-702.508,62.500,-0.084240,0.996319,-0.015900,0,2.0707
6883,-5226242.000,37630.574,4145023.250,-8383.000,-575.008,8382.750,-8383.000,-640.012,62.500,-0.076180,0.997064,-0.007790,0,2.0848
6884,-5234625.000,37055.566,4153406.000,0.000,-65.004,-8320.250,-8192.500,255.004,0.000,0.031110,0.999485,-0.007809,0,2.0325
6885,-5234625.000,36990.562,4145085.750,-8192.500,320.008,8320.250,-8192.500,65.004,65.000,0.007686,0.999494,-0.030874,0,2.0166
6886,-5242817.500,37310.570,4153406.000,0.000,-255.004,-8255.250,-8127.500,705.008,-127.500,0.086857,0.995746,-0.030758,0,2.0081
6887,-5242817.500,37055.566,4145150.750,-8127.500,960.012,8127.750,-8192.500,447.504,-65.000,0.054931,0.996515,-0.062774,0,2.0072
6888,-5250945.000,38015.578,4153278.500,-65.000,-512.508,-8192.750,-7615.000,895.016,-575.250,0.121186,0.990633,-0.062932,0,1.8758
6889,-5251010.000,37503.070,4145085.750,-7550.000,1407.523,7617.500,-7808.000,767.512,-320.000,0.100865,0.991414,-0.083218,0,1.8605
6890,-5258560.000,38910.594,4152703.250,-258.000,-640.012,-7937.500,-6338.000,640.008,-1472.500,0.119336,0.989324,-0.083649,0,1.5040
6891,-5258818.000,38270.582,4144765.750,-6080.000,1280.020,6465.000,-7040.000,960.016,-702.500,0.141016,0.988001,-0.062998,0,1.5017
6892,-5264898.000,39550.602,4151230.750,-960.000,-320.004,-7167.500,-7552.500,127.504,-1087.500,0.023736,0.998577,-0.047762,0,1.5844
6893,-5265858.000,39230.598,4144063.250,-6592.500,447.508,6080.000,-7742.500,575.008,-577.500,0.073587,0.997268,0.006388,0,1.5205
6894,-5276928.000,39615.605,4128958.000,-130.000,767.512,-6527.500,9855.000,127.500,-255.000,-0.009822,0.993088,0.116964,0,1.9315
6895,-5277058.000,40383.117,4122430.500,9985.000,-640.012,6272.500,9857.500,382.504,-1215.000,-0.021717,0.990520,0.135638,0,2.2254
6896,-5267073.000,39743.105,4128703.000,-127.500,1022.516,-7487.500,7743.000,-385.004,-255.000,0.053621,0.989500,0.134216,0,1.7471
6897,-5267200.500,40765.621,4121215.500,7870.500,-1407.520,7232.500,7550.500,-127.500,-1407.750,0.043693,0.988492,0.144823,0,1.9805
6898,-5277058.000,40383.117,4122430.500,2112.500,575.008,-5440.250,9857.500,382.504,-1215.000,-0.026940,0.995139,0.094720,0,1.5292
6899,-5274945.500,40958.125,4116990.250,7745.000,-192.504,4225.250,4287.500,385.004,-3902.500,-0.018052,0.996751,0.078502,0,1.4454
6900,-5267200.500,40765.621,4121215.500,-3457.500,577.508,-8127.750,7550.500,-127.500,-1407.750,0.027860,0.997866,0.059051,0,1.9782
6901,-5270658.000,41343.129,4113087.750,11008.000,-705.008,6720.000,7487.500,-65.000,-3200.000,0.031419,0.998087,0.053243,0,2.5542
6902,-5256897.500,38463.086,4095680.000,6337.500,-320.004,255.000,-1022.500,1727.527,6975.000,0.058361,0.970980,-0.231931,0,1.3648
6903,-5250560.000,38143.082,4095935.000,-7360.000,2047.531,6720.000,640.000,2047.531,6655.000,-0.002388,0.955847,-0.293854,0,1.6613
6904,-5257920.000,40190.613,4102655.000,8000.000,0.000,-65.000,-5250.500,1087.516,7232.750,-0.001215,0.988753,-0.149551,0,1.7337
6905,-5249920.000,40190.613,4102590.000,-13250.500,1087.516,7297.750,127.500,960.016,7552.750,0.011861,0.991923,-0.126282,0,3.0348
6906,-5263170.500,41278.129,4109887.750,13378.000,-127.500,255.000,3520.500,-640.008,9920.000,0.008341,0.998076,0.061433,0,3.9359
6907,-5249792.500,41150.629,4110142.750,-9857.500,-512.508,9665.000,-577.500,-895.016,9025.000,0.047965,0.993667,0.101612,0,2.5008
6908,-5259650.000,40638.121,4119807.750,9280.000,-382.508,-640.000,320.000,-1280.020,8640.250,0.050699,0.988202,0.144521,0,2.4243
6909,-5250370.000,40255.613,4119167.750,-8960.000,-897.512,9280.250,-447.500,-1537.523,9087.750,0.077704,0.982370,0.170030,0,2.3443
6910,-5250560.000,38143.082,4095935.000,6527.500,192.504,1920.000,640.000,2047.531,6655.000,0.059797,0.952445,-0.298787,0,1.3208
6911,-5244032.500,38335.586,4097855.000,-5887.500,1855.027,4735.000,4350.000,1535.023,4542.500,0.023001,0.940233,-0.339755,0,1.5006
6912,-5249920.000,40190.613,4102590.000,10237.500,-320.004,-192.500,127.500,960.016,7552.750,0.028615,0.991552,-0.126517,0,2.3247
6913,-5239682.500,39870.609,4102397.500,-10110.000,1280.020,7745.250,3905.000,1152.516,5440.250,-0.022593,0.981203,-0.191650,0,2.5892
6914,-5249792.500,41150.629,4110142.750,14015.000,-127.504,-2305.000,-577.500,-895.016,9025.000,0.025540,0.994632,0.100273,0,3.7500
6915,-5235777.500,41023.125,4107837.750,-14592.500,-767.512,11330.000,-4865.000,-1407.520,11330.000,0.064905,0.986489,0.150421,0,3.3296
6916,-5250370.000,40255.613,4119167.750,9727.500,-640.008,0.000,-447.500,-1537.523,9087.750,0.064701,0.983393,0.169563,0,2.6790
6917,-5240642.500,39615.605,4119167.750,-10175.000,-897.516,9087.750,-1600.000,-1600.027,9150.250,0.078901,0.979550,0.185082,0,2.3903
6918,-5235777.500,41023.125,4107837.750,5375.000,-1152.516,4610.000,-4865.000,-1407.520,11330.000,0.077637,0.984753,0.155672,0,2.5218
6919,-5230402.500,39870.609,4112447.750,-10240.000,-255.004,6720.000,-1982.500,-1407.523,8000.000,0.105399,0.974602,0.197591,0,2.0976
6920,-5240642.500,39615.605,4119167.750,8257.500,-1152.520,1280.000,-1600.000,-1600.027,9150.250,0.106879,0.976072,0.189366,0,2.3695
6921,-5232385.000,38463.086,4120447.750,-9857.500,-447.508,7870.250,-1345.000,-1087.516,7870.250,0.074137,0.986066,0.148925,0,2.0248
6922,-5230402.500,39870.609,4112447.750,4418.000,-1985.031,4415.000,-1982.500,-1407.523,8000.000,0.208898,0.953000,0.219439,0,1.3790
6923,-5225984.500,37885.578,4116862.750,-6400.500,577.508,3585.000,1215.000,-895.016,5055.250,0.163164,0.977478,0.133844,0,1.1193
6924,-5232385.000,38463.086,4120447.750,7615.500,-1472.523,1470.250,-1345.000,-1087.516,7870.250,0.157206,0.974272,0.161492,0,1.8939
6925,-5224769.500,36990.562,4121918.000,-8960.500,385.008,6400.000,1152.500,-127.500,4865.000,0.052681,0.998518,0.013689,0,1.5212
6926,-5189314.000,61823.441,4115070.250,-3775.000,-257.504,4992.500,-11648.000,0.000,-1920.000,-0.007552,0.998922,0.045813,0,1.9512
6927,-5193089.000,61565.938,4120062.750,-7873.000,257.504,-6912.500,-9153.000,897.516,1345.250,0.088162,0.994088,-0.063381,0,2.2143
6928,-5200962.000,61823.441,4113150.250,-1280.000,640.012,8257.750,-9600.000,320.008,192.500,0.031779,0.996874,-0.072336,0,2.3626
6929,-5202242.000,62463.453,4121408.000,-8320.000,-320.004,-8065.250,-8895.000,640.008,960.000,0.060462,0.992969,-0.101770,0,2.3929
6930,-5210562.000,62143.449,4113342.750,-575.000,960.012,9025.250,-9407.500,512.508,640.000,0.047144,0.993596,-0.102685,0,2.5356
6931,-5211137.000,63103.461,4122368.000,-8832.500,-447.504,-8385.250,-8640.000,192.504,-130.000,0.023378,0.996694,-0.077816,0,2.1320
6932,-5219969.500,62655.957,4113982.750,192.500,640.008,8255.250,-9535.500,447.504,1087.500,0.037844,0.996226,-0.078117,0,2.3611
6933,-5219777.000,63295.965,4122238.000,-9728.000,-192.504,-7167.750,-6592.500,-130.000,130.000,-0.019717,0.999806,-0.000092,0,1.4462
6934,-5193089.000,61565.938,4120062.750,-4415.500,512.508,5375.250,-9153.000,897.516,1345.250,0.095137,0.995323,-0.016750,0,1.2953
6935,-5197504.500,62078.445,4125438.000,-4737.500,385.008,-4030.000,-6592.500,1217.520,4352.500,0.137839,0.988143,-0.067635,0,1.4232
6936,-5202242.000,62463.453,4121408.000,-1855.000,832.512,8382.500,-8895.000,640.008,960.000,0.062382,0.994430,-0.084958,0,2.1812
6937,-5204097.000,63295.965,4129790.500,-7040.000,-192.504,-7422.500,-8385.000,-192.504,4735.000,-0.024481,0.999697,-0.002708,0,2.8491
6938,-5211137.000,63103.461,4122368.000,-1345.000,0.000,12157.500,-8640.000,192.504,-130.000,0.022238,0.999750,0.002460,0,3.1365
6939,-5212482.000,63103.461,4134525.500,-7295.000,192.504,-12287.500,-7230.000,192.504,-5757.500,0.026829,0.999640,-0.000267,0,1.3964
6940,-5219777.000,63295.965,4122238.000,65.000,0.000,6530.000,-6592.500,-130.000,130.000,-0.019712,0.999806,0.000196,0,1.2835
6941,-5219712.000,63295.965,4128768.000,-6657.500,-130.000,-6400.000,-4737.500,-385.004,-1985.000,-0.127101,0.985524,0.112196,0,0.5173
6942,-5193154.000,62463.453,4096127.500,770.000,-385.008,8510.250,-8448.000,-447.508,0.000,-0.052832,0.997356,0.049901,0,2.1483
6943,-5192384.000,62078.445,4104637.750,-9218.000,-62.500,-8510.250,-8770.500,-447.504,-62.500,-0.051241,0.997524,0.048176,0,2.2127
6944,-5201602.000,62015.945,4096127.500,447.500,-385.004,8447.750,-8510.000,-65.000,0.000,-0.007630,0.998916,0.045929,0,2.1448
6945,-5201154.500,61630.941,4104575.250,-8957.500,320.004,-8447.750,-9087.500,127.500,62.500,0.014182,0.999639,0.022829,0,2.3054
6946,-5210112.000,61950.945,4096127.500,-130.000,-192.504,8510.250,-8512.500,-65.000,255.000,-0.006959,0.999722,0.022508,0,2.1586
6947,-5210242.000,61758.441,4104637.750,-8382.500,127.504,-8255.250,-9150.000,320.004,577.500,0.033758,0.999252,-0.018844,0,2.3972
6948,-5218624.500,61885.945,4096382.500,-767.500,192.500,8832.750,-8768.000,192.500,832.500,0.020043,0.999598,-0.020044,0,2.2899
6949,-5219392.000,62078.445,4105215.250,-8000.500,0.000,-8000.250,-8960.500,447.508,767.500,0.045905,0.997890,-0.045906,0,2.3243
6950,-5227392.500,62078.445,4097215.000,-960.000,447.508,8767.750,-8832.500,640.012,1535.000,0.064626,0.996947,-0.043808,0,2.2709
6951,-5228352.500,62525.953,4105982.750,-7872.500,192.504,-7232.750,-8065.000,450.008,640.000,0.053204,0.998092,-0.031345,0,1.8922
6952,-5236225.000,62718.457,4098750.000,-192.500,257.504,7872.750,-11135.000,897.512,5120.000,0.066132,0.997329,-0.031004,0,2.5901
6953,-5236417.500,62975.961,4106622.750,-10942.500,640.008,-2752.750,-7742.500,382.504,1535.000,0.053321,0.998374,0.020164,0,1.1376
6954,-5192384.000,62078.445,4104637.750,3070.000,-255.004,10432.500,-8770.500,-447.504,-62.500,-0.051198,0.997909,0.039458,0,2.7268
6955,-5189314.000,61823.441,4115070.250,-11840.500,-192.500,-10495.000,-11648.000,0.000,-1920.000,0.003713,0.999739,-0.022526,0,2.9665
6956,-5201154.500,61630.941,4104575.250,192.500,192.500,8575.000,-9087.500,127.500,62.500,0.013869,0.999645,-0.022752,0,2.3235
6957,-5200962.000,61823.441,4113150.250,-9280.000,-65.000,-8512.500,-9600.000,320.008,192.500,0.032424,0.998550,-0.042972,0,2.4923
6958,-5210242.000,61758.441,4104637.750,-320.000,385.008,8705.000,-9150.000,320.004,577.500,0.032210,0.998556,-0.042980,0,2.3717
6959,-5210562.000,62143.449,4113342.750,-8830.000,-65.004,-8127.500,-9407.500,512.508,640.000,0.050062,0.996797,-0.062361,0,2.4550
6960,-5219392.000,62078.445,4105215.250,-577.500,577.512,8767.500,-8960.500,447.508,767.500,0.044420,0.997040,-0.062749,0,2.3350
6961,-5219969.500,62655.957,4113982.750,-8383.000,-130.004,-8000.000,-9535.500,447.504,1087.500,0.040164,0.997491,-0.058297,0,2.5515
6962,-5228352.500,62525.953,4105982.750,-1152.500,577.508,9087.500,-8065.000,450.008,640.000,0.051120,0.997071,-0.056880,0,2.1686
6963,-5229505.000,63103.461,4115070.250,-6912.500,-127.500,-8447.500,-7297.500,127.504,-2560.000,0.031891,0.998643,-0.041169,0,1.3116
6964,-5236417.500,62975.961,4106622.750,-385.000,255.004,5887.500,-7742.500,382.504,1535.000,0.041283,0.998325,-0.040541,0,1.3431
6965,-5236802.500,63230.965,4112510.250,-7357.500,127.500,-4352.500,-4095.000,127.500,-1215.000,0.044933,0.997897,-0.046723,0,0.2653
6966,-5247360.000,63615.969,4103870.000,3200.000,-577.508,-13567.500,11135.000,-897.512,-5120.000,0.068271,0.997319,-0.026349,0,4.0249
6967,-5244160.000,63038.461,4090302.500,7935.000,-320.004,8447.500,8637.500,-767.512,-767.500,0.084738,0.995523,-0.041886,0,2.3666
6968,-5236225.000,62718.457,4098750.000,702.500,-447.508,-9215.000,8832.500,-640.012,-1535.000,0.064683,0.996958,-0.043484,0,2.4008
6969,-5235522.500,62270.949,4089535.000,8130.000,-192.504,7680.000,8705.000,-320.004,-1087.500,0.035208,0.999305,-0.012223,0,2.2575
6970,-5227392.500,62078.445,4097215.000,575.000,-127.500,-8767.500,8768.000,-192.500,-832.500,0.020697,0.999699,-0.013181,0,2.2774
6971,-5226817.500,61950.945,4088447.500,8193.000,-65.000,7935.000,8513.000,320.004,-512.500,-0.034871,0.998415,0.044183,0,2.1417
6972,-5218624.500,61885.945,4096382.500,320.000,385.004,-8447.500,8512.500,65.000,-255.000,-0.006271,0.998954,0.045291,0,2.1429
6973,-5218304.500,62270.949,4087935.000,8192.500,-320.004,8192.500,8255.000,447.508,-127.500,-0.052498,0.994435,0.091341,0,2.0581
6974,-5210112.000,61950.945,4096127.500,62.500,767.512,-8320.000,8510.000,65.000,0.000,-0.007606,0.995748,0.091800,0,2.1191
6975,-5210049.500,62718.457,4087807.500,8447.500,-702.512,8320.000,8255.000,192.504,0.000,-0.023178,0.993939,0.107458,0,2.0594
6976,-5201602.000,62015.945,4096127.500,-192.500,895.016,-8320.000,8448.000,447.508,0.000,-0.052588,0.992758,0.108012,0,2.1100
6977,-5201794.500,62910.961,4087807.500,8640.500,-447.508,8320.000,8320.500,192.500,62.500,-0.023645,0.996660,0.078164,0,2.0539
6978,-5244160.000,63038.461,4090302.500,830.000,-192.504,-9982.750,8637.500,-767.512,-767.500,0.087451,0.996097,-0.011937,0,2.5607
6979,-5243330.000,62845.957,4080319.750,7807.500,-575.008,9215.250,8385.000,-640.008,-130.000,0.076072,0.997100,-0.002234,0,2.3399
6980,-5235522.500,62270.949,4089535.000,577.500,-65.000,-9345.250,8705.000,-320.004,-1087.500,0.036147,0.999335,-0.004717,0,2.4073
6981,-5234945.000,62205.949,4080189.750,8127.500,-255.004,8257.750,8382.500,-127.504,-382.500,0.015902,0.999758,0.015222,0,2.1561
6982,-5226817.500,61950.945,4088447.500,255.000,127.500,-8640.250,8513.000,320.004,-512.500,-0.036739,0.999232,0.013661,0,2.1899
6983,-5226562.500,62078.445,4079807.250,8258.000,192.504,8127.750,8320.500,640.012,-192.500,-0.075367,0.995747,0.052990,0,2.0716
6984,-5218304.500,62270.949,4087935.000,62.500,447.508,-8320.250,8255.000,447.508,-127.500,-0.053234,0.997162,0.053233,0,2.0525
6985,-5218242.000,62718.457,4079614.750,8192.500,0.000,8192.750,8192.500,832.512,0.000,-0.100585,0.989831,0.100582,0,2.0209
6986,-5210049.500,62718.457,4087807.500,0.000,832.512,-8192.750,8255.000,192.504,0.000,-0.023194,0.994609,0.101068,0,2.0265
6987,-5210049.500,63550.969,4079614.750,8255.000,-640.008,8192.750,8192.500,320.004,0.000,-0.038765,0.992424,0.116586,0,2.0156
6988,-5201794.500,62910.961,4087807.500,-62.500,960.012,-8192.750,8320.500,192.500,62.500,-0.023847,0.992901,0.116528,0,2.0460
6989,-5201857.000,63870.973,4079614.750,8383.000,-767.512,8255.250,8255.000,-192.500,0.000,0.023257,0.997338,0.069108,0,2.0364
6990,-5046337.000,63870.973,4029311.500,0.000,-705.008,7680.000,-8127.500,-895.012,382.500,-0.104778,0.990332,0.090910,0,1.8784
6991,-5046337.000,63165.965,4036991.500,-8127.500,-190.004,-7297.500,-8127.500,-640.012,320.000,-0.076066,0.995367,0.058802,0,1.8537
6992,-5054464.500,62975.961,4029694.000,0.000,-450.008,7617.500,-8127.500,-257.504,385.000,-0.028822,0.997845,0.058948,0,1.8491
6993,-5054464.500,62525.953,4037311.500,-8127.500,192.504,-7232.500,-8065.000,-62.500,510.000,-0.005661,0.999441,0.032963,0,1.8629
6994,-5062592.000,62718.457,4030079.000,62.500,-255.004,7742.500,-8130.500,1280.020,255.000,0.156399,0.987199,0.031252,0,1.9009
6995,-5062529.500,62463.453,4037821.500,-8193.000,1535.023,-7487.500,-8128.000,1087.516,450.000,0.135391,0.989283,0.054666,0,1.9444
6996,-5070722.500,63998.477,4030334.000,65.000,-447.508,7937.500,-8127.500,1665.023,130.000,0.201229,0.978083,0.053495,0,1.9659
6997,-5070657.500,63550.969,4038271.500,-8192.500,2112.531,-7807.500,-7935.000,1345.020,382.500,0.170550,0.981534,0.086621,0,1.9762
6998,-5078850.000,65663.500,4030464.000,257.500,-767.512,8190.000,-7935.000,640.008,127.500,0.081510,0.992560,0.090453,0,1.9523
6999,-5078592.500,64895.988,4038654.000,-8192.500,1407.520,-8062.500,-7425.000,575.012,385.250,0.081557,0.992560,0.090405,0,1.8922
7000,-5086785.000,66303.508,4030591.500,767.500,-832.508,8447.750,-7935.000,-512.508,62.500,-0.063295,0.992606,0.103570,0,2.0141
7001,-5086017.500,65471.000,4039039.250,-8702.500,320.000,-8385.250,-7295.000,-255.004,382.500,-0.031162,0.997033,0.070390,0,1.9279
7002,-5094720.000,65791.000,4030654.000,1407.500,-575.004,8767.750,-8000.500,-1407.520,65.000,-0.171810,0.980834,0.091906,0,2.1342
7003,-5093312.500,65215.996,4039421.750,-9408.000,-832.516,-8702.750,-7488.000,-705.012,385.000,-0.093442,0.995608,0.005773,0,2.0591
7004,-5102720.500,64383.480,4030719.000,1920.000,127.504,9087.750,-8192.500,-1407.520,0.000,-0.169284,0.985323,0.021941,0,2.2519
7005,-5100800.500,64510.984,4039806.750,-10112.500,-1535.023,-9087.750,-8130.000,-960.016,192.500,-0.118038,0.992346,-0.036270,0,2.2773
7006,-5046337.000,63165.965,4036991.500,-192.500,320.004,6782.750,-8127.500,-640.012,320.000,-0.080335,0.995551,-0.049249,0,1.6484
7007,-5046529.500,63485.969,4043774.250,-7935.000,-960.016,-6462.750,-8000.000,-767.512,640.000,-0.097671,0.994829,-0.027856,0,1.7010
7008,-5054464.500,62525.953,4037311.500,-65.000,192.504,7102.750,-8065.000,-62.500,510.000,-0.009465,0.999586,-0.027178,0,1.7069
7009,-5054529.500,62718.457,4044414.250,-8000.000,-255.004,-6592.750,-7935.000,-255.004,897.500,-0.032089,0.999485,0.000278,0,1.7740
7010,-5062529.500,62463.453,4037821.500,65.000,0.000,7490.250,-8128.000,1087.516,450.000,0.132554,0.991175,-0.001150,0,1.8314
7011,-5062464.500,62463.453,4045311.750,-8193.000,1087.516,-7040.250,-8128.000,960.016,767.500,0.118701,0.992813,0.015224,0,1.9065
7012,-5070657.500,63550.969,4038271.500,65.000,-127.500,7807.750,-7935.000,1345.020,382.500,0.167792,0.985713,0.014700,0,1.8739
7013,-5070592.500,63423.469,4046079.250,-8000.000,1472.520,-7425.250,-7617.500,1215.016,767.500,0.159783,0.986871,0.023558,0,1.8935
7014,-5078592.500,64895.988,4038654.000,382.500,-257.504,8192.750,-7425.000,575.012,385.250,0.078608,0.996522,0.027651,0,1.8236
7015,-5078210.000,64638.484,4046846.750,-7807.500,832.516,-7807.500,-6720.000,577.512,705.000,0.087551,0.995985,0.018651,0,1.7346
7016,-5086017.500,65471.000,4039039.250,1087.500,-255.004,8512.500,-7295.000,-255.004,382.500,-0.033126,0.998867,0.034154,0,1.8652
7017,-5084930.000,65215.996,4047551.750,-8382.500,0.000,-8130.000,-6462.500,127.500,767.500,0.017571,0.999681,-0.018117,0,1.7581
7018,-5093312.500,65215.996,4039421.750,1920.000,127.500,8897.500,-7488.000,-705.012,385.000,-0.093436,0.995608,0.005896,0,2.0165
7019,-5091392.500,65343.496,4048319.250,-9408.000,-832.512,-8512.500,-6658.000,-65.000,1022.500,-0.021123,0.997022,-0.074162,0,1.9817
7020,-5100800.500,64510.984,4039806.750,2750.000,767.512,9535.000,-8130.000,-960.016,192.500,-0.118214,0.991934,-0.045751,0,2.3450
7021,-5098050.500,65278.496,4049341.750,-10880.000,-1727.527,-9342.500,-5760.000,-382.508,1792.500,-0.090326,0.992822,-0.078392,0,2.2008
7022,-5047104.500,69503.562,4010303.750,447.500,-3265.055,9920.000,-7872.500,-3010.047,1600.000,-0.283526,0.907022,0.311326,0,2.5895
7023,-5046657.000,66238.508,4020223.750,-8320.000,255.008,-8320.000,-8000.000,-1855.027,830.000,-0.197603,0.953677,0.226833,0,2.2958
7024,-5054977.000,66493.516,4011903.750,320.000,-2110.035,9150.000,-7808.000,-1855.031,1470.000,-0.184460,0.956273,0.226972,0,2.2412
7025,-5054657.000,64383.480,4021053.750,-8128.000,255.004,-7680.000,-8000.000,-832.512,832.500,-0.089521,0.987785,0.127541,0,2.0579
7026,-5062785.000,64638.484,4013373.750,128.000,-1087.516,8512.500,-8000.000,1792.531,640.000,0.226201,0.966649,0.120093,0,2.1021
7027,-5062657.000,63550.969,4021886.250,-8128.000,2880.047,-7872.500,-8128.000,1472.523,320.250,0.182125,0.969078,0.166489,0,2.0479
7028,-5070785.000,66431.016,4014013.750,0.000,-1407.523,8192.750,-8192.500,2942.539,65.000,0.334823,0.928676,0.159547,0,2.1539
7029,-5070785.000,65023.492,4022206.500,-8192.500,4350.062,-8127.750,-8192.500,2240.031,65.000,0.257749,0.935678,0.240982,0,2.1378
7030,-5078977.500,69373.555,4014078.750,0.000,-2110.031,8192.750,-8192.500,1217.523,-65.000,0.140531,0.958788,0.246935,0,2.0863
7031,-5078977.500,67263.523,4022271.500,-8192.500,3327.555,-8257.750,-8127.500,895.016,0.000,0.105074,0.954160,0.280246,0,2.0963
7032,-5087170.000,70591.078,4014013.750,65.000,-2432.539,8257.750,-8190.000,-960.016,-255.000,-0.120355,0.952016,0.281389,0,2.1166
7033,-5087105.000,68158.539,4022271.500,-8255.000,1472.523,-8512.750,-8193.000,-767.508,-127.500,-0.094096,0.961661,0.257593,0,2.1288
7034,-5095360.000,69631.062,4013758.750,62.000,-2240.031,8385.250,-8193.000,-2625.039,-575.000,-0.311340,0.917527,0.247410,0,2.2303
7035,-5095298.000,67391.031,4022144.000,-8255.000,-385.008,-8960.250,-8127.500,-1985.035,-257.750,-0.238785,0.954436,0.178979,0,2.2075
7036,-5103553.000,67006.023,4013183.750,127.500,-1600.027,8702.500,-8000.000,-2560.039,127.500,-0.297418,0.938224,0.176858,0,2.2120
7037,-5103425.500,65405.996,4021886.250,-8127.500,-960.012,-8575.000,-8127.500,-2047.531,0.000,-0.242467,0.962450,0.122062,0,2.1581
7038,-5046657.000,66238.508,4020223.750,320.000,-2367.535,9087.750,-8000.000,-1855.027,830.000,-0.193437,0.947739,0.253716,0,2.2945
7039,-5046337.000,63870.973,4029311.500,-8320.000,512.508,-8257.750,-8127.500,-895.012,382.500,-0.100468,0.981638,0.162150,0,2.1342
